transaction_id,sale_date,store_id,product_id,quantity,unit_price,discount,total_amount,payment_method,sales_rep
TXN-00509,02-May-2024,S004,P007,1,64.95,0.15,55.21,Apple Pay,Carlos R.
TXN-00561,26-Oct-2023,S002,P009,5,74.95,0.25,281.06,GIFT CARD,Carlos R.
TXN-01103,05/11/2024,S002,P005,2,34.99,0.25,52.48,Credit Card,Amy K.
TXN-00329,24-Jul-2024,S003,P014,2,89.95,0,179.9,CREDIT CARD,David N.
TXN-00606,04/17/2023,S003, P014 ,2,89.95,0.1,161.91,Cash,
TXN-00217,03/29/2024,S008,P004,2,49.95,0,99.9,Apple Pay,Amy K.
TXN-00607,2024-05-04,S003,P005,3,34.99,0,104.97,Gift Card,Priya M.
TXN-00385,10/17/2024,S005,P014,4,89.95,0,359.8,Debit Card,Carlos R.
TXN-00739,04/07/2023,S006,P017,2,39.95,0,79.9,cash,Amy K.
TXN-00591,06-Jan-2024,S002,P004,1,49.95,0,49.95,Cash,David N.
TXN-01089,08/20/2024,S004,P019,5,79.95,0.15,339.79,Apple Pay,Lin W.
TXN-00687,09/14/2024,S004,P001,1,19.99,NA,19.99,PayPal,Carlos R.
TXN-00584,2024-03-20,S002,P015,4,44.95,0,179.8,Cash,Lin W.
TXN-00018,10/22/2024,S006,P008,3,89.95,N/A,215.88,Apple Pay,Lin W.
TXN-00279,03/07/2023,S001,P003,2,129.0,NA,193.5,CREDIT CARD,Priya M.
TXN-00956,13-Jun-2023,S007, P008 ,3,89.95,0.05,256.36,cash,Lin W.
TXN-00338,05/24/2024,S003,P007,1,64.95,0.1,58.46,GIFT CARD,Maria S.
TXN-00351,2023-06-02,S005,P018,3,85.0,0.25,191.25,CASH,James T.
TXN-00690,2024-01-01,S002,P003,3,129.0,0.05,367.65,Apple Pay,Tom B.
TXN-01090,2023-09-23,S006,P013,3,44.95,0,134.85,credit card,Carlos R.
TXN-00785,29-Mar-2024,S008,P010,-5,69.95,0,349.75,Credit Card,Priya M.
TXN-00580,21-Nov-2024,S006, P008 ,5,89.95,0,449.75,Debit Card,Tom B.
TXN-01079,16-Aug-2024,S008,P004,2,49.95,N/A,74.93,Debit Card,David N.
TXN-00997,16-Feb-2023,S001,P009,2,74.95,0,388.03,Debit Card,Lin W.
TXN-00275,14-Dec-2024,S007,P008,4,89.95,0.2,287.84,PAYPAL,David N.
TXN-01029,2024-08-10,S006,P019,5,79.95,0,399.75,Cash,Amy K.
TXN-00439,04/26/2023,S005,P019,1,79.95,0.25,59.96,Apple Pay,David N.
TXN-00089,13-Dec-2023,S003,P012,3,119.0,0.1,321.3,Gift Card,Priya M.
TXN-01050,16-Mar-2023,S008,P004,3,49.95,0.2,119.88,apple pay,Lin W.
TXN-00069,11/08/2023,S005,P014,1,89.95,0,89.95,Credit Card,Maria S.
TXN-00998,2023-03-06,S004,P012,3,119.0,0.2,285.6,APPLE PAY,Lin W.
TXN-00642,2023-05-22,S004,P012,1,119.0,0.05,113.05,Cash,Maria S.
TXN-00960,31-Oct-2024,S003,P016,4,49.95,0.15,169.83,Cash,Amy K.
TXN-00938,02/24/2024,S005,P005,4,34.99,0.1,125.96,DEBIT CARD,Lin W.
TXN-00819,26-May-2023,S003,P013,1,44.95,0,44.95,Gift Card,Carlos R.
TXN-01162,07-Oct-2023,S004,P011,2,198.0,0.2,316.8,Gift Card,Maria S.
TXN-00583,2024-05-14,S004,P003,5,129.0,0,645.0,Credit Card,Priya M.
TXN-00258,03-Feb-2024,S007,P015,4,44.95,0.2,143.84,CREDIT CARD,
TXN-00327,12/16/2023,S005,P013,1,44.95,0.1,40.46,DEBIT CARD,Carlos R.
TXN-00371,17-Sep-2024,S006,P017,1,39.95,0,39.95,Gift Card,David N.
TXN-00047,02-May-2023,S001,P005,2,34.99,0.1,62.98,Debit Card,James T.
TXN-00488,02/16/2023,S002,P018,5,85.0,0.15,361.25,PAYPAL,Priya M.
TXN-00810,2024-11-06,S004,P005,2,34.99,0,69.98,Debit Card,Lin W.
TXN-00284,28-Dec-2023,S002,P013,2,44.95,0.05,85.41,Gift Card,David N.
TXN-00749,23-Apr-2024,S006,P004,2,49.95,0.15,84.92,DEBIT CARD,Amy K.
TXN-00322,2023-03-29,S008,P002,2,59.95,0.05,113.91,Debit Card,David N.
TXN-00065,14-Sep-2023,S004,P020,3,59.95,0.05,170.86,PayPal,
TXN-00396,2024-09-25,S006,P002,1,59.95,0.2,47.96,Gift Card,David N.
TXN-01083,07/23/2023,S003,P019,3,79.95,,239.85,Cash,James T.
TXN-00673,2024-04-30,S002,P017,1,39.95,0.05,37.95,credit card,Carlos R.
TXN-00485,11/14/2024,S008,P020,2,59.95,0,119.9,gift card,Tom B.
TXN-00738,2024-03-10,S003,P001,3,19.99,0.25,44.98,Apple Pay,David N.
TXN-00849,2023-10-12,S005,P014,1,89.95,0.2,71.96,Gift Card,Priya M.
TXN-00585,15-May-2024,S003,P007,4,64.95,0.1,233.82,Gift Card,James T.
TXN-01011,07/18/2023,S003,P018,4,85.0,0.25,255.0,PayPal,Carlos R.
TXN-00409,2024-04-19,,P002,3,59.95,0.1,161.87,PAYPAL,Tom B.
TXN-00680,21-Apr-2023,S002,P015,3,44.95,0,134.85,CASH,Lin W.
TXN-00294,03/31/2024,S006,P011,3,198.0,0.1,534.6,Cash,Priya M.
TXN-00804,20-Mar-2024,S007,P004,3,49.95,0.15,127.37,credit card,Amy K.
TXN-00521,03/29/2023,S004,P017,5,39.95,0.25,149.81,Cash,
TXN-00059,13-Apr-2023,S001,P005,5,34.99,0.15,148.71,GIFT CARD,James T.
TXN-00677,02-Nov-2024,S007,P017,1,39.95,0,39.95,Cash,Lin W.
TXN-01061,07-May-2024,S004,P010,5,69.95,0,964.56,CREDIT CARD,James T.
TXN-01098,04-May-2023,,P020,3,59.95,0.25,134.89,Debit Card,Maria S.
TXN-00395,15-Dec-2024,S006,P017,1,39.95,0.1,35.96,Cash,
TXN-00794,09-Aug-2024,S004,P018,-1,85.0,0.25,63.75,Cash,
TXN-00226,12/06/2023,S002,P008,3,89.95,0.05,256.36,Gift Card,Amy K.
TXN-00074,2023-02-01,S004,P020,1,59.95,0.1,53.96,Apple Pay,Tom B.
TXN-00676,24-Apr-2024,S001,P020,4,59.95,0,239.8,DEBIT CARD,David N.
TXN-00910,05/26/2024,S008,P020,5,59.95,0,299.75,Credit Card,Tom B.
TXN-00014,07/07/2023,S004,P007,2,64.95,0.25,97.43,gift card,Lin W.
TXN-00153,27-Nov-2024,S008,P008,3,89.95,0.2,215.88,DEBIT CARD,Priya M.
TXN-00332,2023-03-09,S001,P009,4,74.95,0.05,284.81,Debit Card,Carlos R.
TXN-00115,06/11/2024,S006,P019,3,79.95,0.05,227.86,gift card,Lin W.
TXN-00669,02/25/2024,,P015,3,44.95,0.2,107.88,Gift Card,Tom B.
TXN-00125,16-Nov-2024,S005,P005,1,34.99,0.05,33.24,Credit Card,Carlos R.
TXN-00791,11/26/2023,S004,P007,3,64.95,0.1,175.37,Credit Card,David N.
TXN-01053,29-Aug-2023,S008, P002 ,4,59.95,0,239.8,Debit Card,David N.
TXN-00973,2023-03-30,S007,P007,5,64.95,0.1,292.28,PayPal,Maria S.
TXN-00239,13-Dec-2023,S002,P009,3,74.95,0,224.85,apple pay,Carlos R.
TXN-00878,01/30/2024,S007,P015,4,44.95,0.25,134.85,Debit Card,Lin W.
TXN-01026,16-Mar-2024,S003,P007,3,64.95,0.15,165.62,Credit Card,David N.
TXN-00323,2024-07-04,S005,P015,4,44.95,0,426.94,Debit Card,David N.
TXN-00686,2024-05-05,S001,P012,1,119.0,,95.2,PAYPAL,James T.
TXN-00498,05/20/2024,,P007,-1,64.95,0.1,58.46,Debit Card,Carlos R.
TXN-01177,2023-04-30,S007,P017,-3,39.95,0.05,113.86,Debit Card,Maria S.
TXN-00242,2024-01-08,S005,P017,5,39.95,0.05,189.76,Cash,Tom B.
TXN-00848,2024-09-05,S004,P012,4,119.0,0,476.0,Debit Card,Lin W.
TXN-00108,2023-08-18,S005,P010,2,69.95,0,139.9,PayPal,David N.
TXN-00283,07/30/2024,S005,P018,5,85.0,0.1,382.5,Gift Card,
TXN-00504,2024-12-11,S002,P003,1,129.0,0,129.0,CASH,Priya M.
TXN-00813,09/19/2023,S008,P004,3,49.95,0.15,127.37,Debit Card,David N.
TXN-00701,2024-01-13,S007,P012,4,119.0,0.1,428.4,Debit Card,Maria S.
TXN-01137,2024-07-19,,P003,4,129.0,0.05,490.2,Apple Pay,Tom B.
TXN-00557,12-Aug-2024,S003,P018,4,85.0,0,340.0,Debit Card,David N.
TXN-00114,09/05/2023,S006,P013,2,44.95,NA,76.42,Cash,James T.
TXN-00235,18-Mar-2023,S002,P019,4,79.95,0,319.8,PayPal,
TXN-00137,14-Apr-2023,,P020,1,59.95,N/A,56.95,Credit Card,Carlos R.
TXN-00502,2023-09-13,S002,P019,1,79.95,0.05,75.95,Credit Card,Priya M.
TXN-00981,20-Feb-2024,S001,P004,4,49.95,0,199.8,Cash,Tom B.
TXN-00497,01-Jul-2023,S008, P004 ,3,49.95,0.2,119.88,GIFT CARD,David N.
TXN-00798,2023-12-05,S007,P009,4,74.95,0.25,224.85,Apple Pay,Lin W.
TXN-01091,05-Sep-2024,S004, P018 ,4,85.0,0.1,306.0,Debit Card,Maria S.
TXN-00762,12/01/2023,,P020,2,59.95,0.25,89.93,Credit Card,Maria S.
TXN-00433,07-Nov-2024,S003,P001,5,19.99,0,99.95,Debit Card,Tom B.
TXN-00692,2024-05-25,S001,P008,4,89.95,0.25,559.64,Credit Card,James T.
TXN-01069,21-Jun-2024,S003,P004,3,49.95,0.1,134.87,PayPal,Amy K.
TXN-00773,31-Jul-2023,S004,P011,2,198.0,0.1,356.4,Credit Card,James T.
TXN-00118,12/31/2024,S007,P017,1,39.95,0,39.95,Debit Card,Maria S.
TXN-00830,2023-08-13,S003,P009,1,74.95,0.25,56.21,Apple Pay,Carlos R.
TXN-00725,2024-04-14,S005,P011,4,198.0,0,792.0,Cash,Amy K.
TXN-00366,12/28/2023,S001,P016,4,49.95,0.25,149.85,GIFT CARD,David N.
TXN-00378,07/02/2024,S004,P001,4,19.99,0.25,59.97,paypal,James T.
TXN-01045,2023-04-21,S004, P009 ,1,74.95,0.2,59.96,PayPal,Tom B.
TXN-01133,11/11/2024,S002,P015,4,44.95,0.2,143.84,Debit Card,Carlos R.
TXN-01131,11/29/2023,S003,P010,2,69.95,NA,139.9,PayPal,Carlos R.
TXN-00520,12/21/2023,S003,P018,3,85.0,,255.0,Cash,Amy K.
TXN-00599,18-Aug-2024,S004,P015,2,44.95,0.15,76.42,Debit Card,Amy K.
TXN-00218,27-Dec-2024,S006,P002,5,59.95,0,299.75,Cash,James T.
TXN-00035,11/26/2024,S007,P016,1,49.95,0.2,39.96,Apple Pay,David N.
TXN-01042,23-Apr-2024,S006,P006,2,79.95,0.15,135.91,Credit Card,Priya M.
TXN-00331,29-May-2024,S004,P001,3,19.99,0,59.97,Debit Card,Tom B.
TXN-00062,2024-11-30,S003,P006,2,79.95,0,159.9,PayPal,Priya M.
TXN-01171,07/09/2024,S007,P002,5,59.95,0.1,269.78,Credit Card,James T.
TXN-00444,27-Jun-2023,S007,P011,4,198.0,0.25,594.0,Cash,Lin W.
TXN-00430,08-Dec-2024,S007,P011,5,198.0,0,990.0,Credit Card,Tom B.
TXN-00298,06/09/2023,,P015,3,44.95,0.15,114.62,Cash,Priya M.
TXN-00269,06/12/2024,S006,P019,1,79.95,0.1,71.95,Debit Card,Priya M.
TXN-00538,05/21/2023,S005,P008,4,89.95,0.05,341.81,Credit Card,James T.
TXN-01114,02/09/2024,S004, P020 ,1,59.95,0.2,47.96,Cash,Lin W.
TXN-00665,2023-02-11,S008,P010,1,69.95,0.1,62.96,gift card,
TXN-00411,2024-08-18,S002,P012,5,119.0,0,595.0,Debit Card,Amy K.
TXN-00980,2024-02-18,S002,P018,5,85.0,0.1,382.5,credit card,Amy K.
TXN-00825,04/12/2024,S006,P004,3,49.95,0.2,119.88,Apple Pay,Maria S.
TXN-00529,18-Apr-2023,S004,P016,4,49.95,0,199.8,Credit Card,David N.
TXN-00537,08/22/2024,S006,P016,1,49.95,0.15,42.46,PayPal,Maria S.
TXN-00891,08-Jun-2023,S007,P018,1,85.0,0.2,68.0,Apple Pay,Priya M.
TXN-01010,05/06/2023,S003,P005,1,34.99,0,34.99,Credit Card,Amy K.
TXN-00184,23-Mar-2024,S006,P013,5,44.95,0,224.75,Apple Pay,
TXN-00375,03/03/2023,S002,P009,1,74.95,0.2,59.96,Cash,Priya M.
TXN-01190,05/02/2023,S007,P013,2,44.95,0,89.9,Debit Card,James T.
TXN-01104,10-Mar-2023,S005,P019,5,79.95,0,399.75,Credit Card,Tom B.
TXN-00205,2024-08-02,S001,P006,5,79.95,0.15,339.79,APPLE PAY,Carlos R.
TXN-00812,05/07/2024,S004,P006,4,79.95,0.15,271.83,PayPal,Maria S.
TXN-00320,29-Oct-2024,S003,P005,4,34.99,0.05,132.96,Gift Card,Tom B.
TXN-00256,04-Jul-2024,,P007,3,64.95,0,194.85,DEBIT CARD,James T.
TXN-01007,03/21/2024,,P011,4,198.0,0.25,594.0,paypal,Maria S.
TXN-00029,11/19/2024,S003,P003,3,129.0,0.15,328.95,debit card,James T.
TXN-00203,06/22/2024,S006,P002,1,59.95,0,59.95,Credit Card,Lin W.
TXN-00080,04/09/2024,S001,P003,5,129.0,0.05,612.75,Gift Card,Priya M.
TXN-00781,05/25/2024,S004,P005,3,34.99,0,104.97,cash,Carlos R.
TXN-00410,05/03/2023,S005,P014,2,89.95,0.25,134.93,Credit Card,Carlos R.
TXN-00325,04-Jun-2024,S002,P001,3,19.99,0.2,47.98,Gift Card,Carlos R.
TXN-00508,09-Jan-2023,S003,P016,3,49.95,0.15,127.37,cash,Amy K.
TXN-00248,06/30/2024,S002, P012 ,5,119.0,0.25,446.25,apple pay,
TXN-01020,01/22/2024,S003,P020,5,59.95,0,299.75,Apple Pay,Carlos R.
TXN-00797,12-Jun-2023,S006,P003,1,129.0,0,129.0,PAYPAL,James T.
TXN-00384,2024-08-18,S007,P006,3,79.95,0,692.98,Debit Card,Tom B.
TXN-01048,03/04/2023,S007,P013,1,44.95,0.25,33.71,Apple Pay,
TXN-01163,27-Jan-2024,S004, P018 ,3,85.0,0,255.0,Debit Card,David N.
TXN-00941,09/15/2024,S003,P002,4,59.95,0,239.8,Debit Card,Lin W.
TXN-00101,12-Feb-2024,S001,P007,1,64.95,0.15,55.21,PAYPAL,
TXN-00188,11/24/2023,S007,P008,3,89.95,0.05,256.36,Apple Pay,Priya M.
TXN-00814,2024-04-13,S006,P014,1,89.95,0,89.95,Debit Card,James T.
TXN-00962,2024-02-05,S005,P007,4,64.95,0,259.8,DEBIT CARD,David N.
TXN-01138,04-Aug-2024,S008,P017,5,39.95,0.1,179.78,PayPal,
TXN-00717,11/15/2024,S008,P017,2,39.95,0.1,71.91,Cash,Carlos R.
TXN-01039,2023-05-28,S003,P017,2,39.95,NA,59.93,Apple Pay,Priya M.
TXN-00179,18-Oct-2024,S006,P012,3,119.0,0,357.0,debit card,Priya M.
TXN-00875,04-Sep-2023,, P007 ,4,64.95,0.1,233.82,Apple Pay,David N.
TXN-00867,28-Sep-2024,S006,P010,1,69.95,0.15,59.46,Credit Card,Tom B.
TXN-01113,06-Sep-2023,S002,P013,2,44.95,0,89.9,PayPal,David N.
TXN-00265,2024-10-08,S004,P009,1,74.95,0,74.95,PayPal,Maria S.
TXN-00462,04/19/2023,S003,P007,2,64.95,0,129.9,APPLE PAY,Amy K.
TXN-00726,23-May-2024,S005,P018,5,85.0,0.05,403.75,Credit Card,Priya M.
TXN-00455,11/06/2024,S006,P005,1,34.99,N/A,34.99,Apple Pay,Tom B.
TXN-00971,13-Nov-2023,S007,P007,2,64.95,0.15,110.42,cash,James T.
TXN-00745,24-Jan-2024,S004,P010,2,69.95,0,139.9,Credit Card,Amy K.
TXN-00589,12/11/2023,S001,P013,4,44.95,0.1,161.82,Debit Card,Carlos R.
TXN-00003,07/19/2024,S001, P015 ,5,44.95,0,224.75,Credit Card,Priya M.
TXN-00357,09-Nov-2024,S007,P014,5,89.95,0.15,382.29,Debit Card,Carlos R.
TXN-01070,2023-01-07,S008,P015,3,44.95,0.2,107.88,Apple Pay,Lin W.
TXN-00390,18-Jul-2023,S008,P006,4,79.95,N/A,271.83,Gift Card,Lin W.
TXN-01146,10/24/2024,S007,P014,3,89.95,0,269.85,credit card,James T.
TXN-00907,26-Dec-2023,S006,P018,4,85.0,0.2,272.0,PayPal,Carlos R.
TXN-00309,11/30/2024,S004,P011,1,198.0,0.2,158.4,PayPal,Carlos R.
TXN-00347,2024-07-01,S003,P009,1,74.95,0.15,135.12,Apple Pay,Priya M.
TXN-00304,06-Oct-2024,,P016,4,49.95,0.1,179.82,Debit Card,David N.
TXN-00481,24-Nov-2024,S003,P016,2,49.95,0.25,74.93,Cash,James T.
TXN-00437,2023-05-24,S005,P003,4,129.0,0.15,438.6,Gift Card,James T.
TXN-00722,2023-07-23,S002,P002,5,59.95,0.05,284.76,PayPal,David N.
TXN-00765,05-Sep-2024,S001,P014,2,89.95,0.1,161.91,gift card,Amy K.
TXN-00262,2023-04-11,S008,P018,1,85.0,0.1,76.5,Cash,James T.
TXN-00705,09/24/2023,S003,P018,2,85.0,0.2,136.0,PAYPAL,Lin W.
TXN-00505,09-Apr-2023,S001,P018,-1,85.0,0.1,76.5,Gift Card,Priya M.
TXN-00993,2023-05-21,S007,P018,1,85.0,0,85.0,PAYPAL,James T.
TXN-01154,10/09/2024,S006,P016,1,49.95,0,49.95,Credit Card,Maria S.
TXN-01148,28-Aug-2023,S007,P006,4,79.95,0.25,239.85,PayPal,Maria S.
TXN-00851,07/22/2024,S005, P004 ,1,49.95,0.2,39.96,credit card,Carlos R.
TXN-00801,2023-10-05,S004,P007,2,64.95,0.1,116.91,Gift Card,Lin W.
TXN-01062,2024-04-09,S004,P013,3,44.95,0,134.85,Cash,David N.
TXN-00316,05/22/2023,S003,P004,1,49.95,0.25,37.46,Debit Card,David N.
TXN-00719,02-Oct-2023,S008,P020,4,59.95,0.05,227.81,Cash,Maria S.
TXN-00709,11/25/2023,S002,P005,1,34.99,0.15,29.74,Gift Card,
TXN-00775,03/03/2023,S002,P020,5,59.95,NA,299.75,Gift Card,Tom B.
TXN-00406,01/05/2024,S007,P007,4,64.95,0.15,220.83,Apple Pay,Maria S.
TXN-00250,02/01/2024,S007,P008,-5,89.95,0.1,404.78,Gift Card,Maria S.
TXN-00407,17-Jun-2023,S002,P007,4,64.95,0.2,207.84,Cash,Tom B.
TXN-00072,2024-09-02,S004,P019,2,79.95,0.05,151.91,Debit Card,David N.
TXN-00337,2023-05-29,S007,P002,2,59.95,0.15,101.92,DEBIT CARD,Lin W.
TXN-01013,10/08/2024,S005,P003,4,129.0,0,516.0,Cash,Priya M.
TXN-00178,12/13/2024,S003,P019,2,79.95,0.25,119.93,Credit Card,Maria S.
TXN-01194,04-Dec-2024,S002,P017,5,39.95,0,199.75,PayPal,Tom B.
TXN-00816,2024-11-27,S004,P017,2,39.95,0.15,67.92,Credit Card,Lin W.
TXN-00446,2024-05-21,S002,P001,5,19.99,0.2,79.96,Apple Pay,Tom B.
TXN-00253,22-Nov-2023,S005,P016,5,49.95,0.15,212.29,apple pay,James T.
TXN-00465,2024-02-06,S008,P019,2,79.95,0.05,151.91,PAYPAL,Amy K.
TXN-00617,22-Feb-2024,S006,P013,3,44.95,NA,134.85,Cash,
TXN-00055,2024-07-18,S002,P001,5,19.99,0.05,94.95,CASH,Lin W.
TXN-00872,2023-05-23,S008,P011,1,198.0,0,198.0,Apple Pay,Maria S.
TXN-00246,02/12/2024,S006,P017,4,39.95,0.2,127.84,Cash,Carlos R.
TXN-01179,2024-06-17,S003,P001,-2,19.99,,29.98,Cash,David N.
TXN-00949,05-Dec-2023,S001,P018,5,85.0,0,425.0,Gift Card,Lin W.
TXN-00655,01/17/2023,S002,P005,4,34.99,0,139.96,DEBIT CARD,James T.
TXN-00382,04/10/2023,S004,P005,1,34.99,0,34.99,cash,Maria S.
TXN-00634,09/28/2023,S006,P008,5,89.95,0.1,404.78,Apple Pay,
TXN-00135,2024-01-20,S003,P014,3,89.95,0.2,215.88,Gift Card,Tom B.
TXN-00263,2024-08-21,S006,P016,-4,49.95,0.15,169.83,Apple Pay,Amy K.
TXN-00365,07-Oct-2024,S002,P017,5,39.95,0,199.75,Gift Card,Carlos R.
TXN-00991,02-Dec-2023,S003,P016,5,49.95,0,249.75,Credit Card,Lin W.
TXN-00312,25-Aug-2023,S002,P010,1,69.95,0.05,66.45,Credit Card,James T.
TXN-01195,18-May-2023,S007,P009,2,74.95,0.05,142.41,Debit Card,
TXN-00075,03-Sep-2024,S003,P003,2,129.0,0.1,232.2,Gift Card,David N.
TXN-00094,2024-09-11,S005,P013,5,44.95,0.2,179.8,DEBIT CARD,Lin W.
TXN-01064,03-Mar-2023,S008,P013,5,44.95,0,224.75,PAYPAL,Tom B.
TXN-00667,09/03/2024,S007,P014,4,89.95,0,359.8,Cash,Amy K.
TXN-00753,2023-12-19,S003,P018,3,85.0,0,255.0,Debit Card,Tom B.
TXN-00051,2024-09-04,S007,P009,5,74.95,,281.06,Credit Card,Tom B.
TXN-00129,15-Feb-2024,S003,P020,-4,59.95,0.2,191.84,Credit Card,David N.
TXN-01100,2023-04-30,S007,P004,3,49.95,0.15,127.37,Credit Card,Maria S.
TXN-00900,08/29/2023,S001,P016,2,49.95,0,99.9,Credit Card,James T.
TXN-00313,07/17/2024,S006,P015,4,44.95,0,179.8,Debit Card,Lin W.
TXN-00732,2023-05-19,S005, P016 ,4,49.95,0.05,189.81,apple pay,David N.
TXN-00096,2024-01-19,,P017,3,39.95,0.05,113.86,Credit Card,Priya M.
TXN-00127,10-Jul-2023,S003,P014,2,89.95,N/A,179.9,Gift Card,Priya M.
TXN-00571,2023-02-15,,P020,5,59.95,0.05,284.76,APPLE PAY,James T.
TXN-00229,2023-01-05,S007,P014,4,89.95,0.2,748.5,Gift Card,
TXN-00007,13-Jun-2023,S008,P003,1,129.0,0,129.0,APPLE PAY,Lin W.
TXN-00959,09/12/2024,S002,P020,3,59.95,0,179.85,Gift Card,James T.
TXN-00400,30-Aug-2024,S006,P014,5,89.95,0.15,382.29,Gift Card,David N.
TXN-00386,01-May-2023,S005,P012,4,119.0,0,476.0,Debit Card,Carlos R.
TXN-00833,23-Dec-2023,S008,P018,3,85.0,0,255.0,Apple Pay,Carlos R.
TXN-00664,01/09/2023,S002,P014,4,89.95,0.15,305.83,CREDIT CARD,Amy K.
TXN-00820,12/16/2023,S008,P010,1,69.95,0.25,52.46,CREDIT CARD,Lin W.
TXN-00881,01/14/2023,S004,P017,4,39.95,0.05,151.81,Gift Card,Priya M.
TXN-01183,08/18/2024,S004, P003 ,5,129.0,0.2,516.0,PayPal,Lin W.
TXN-00271,10-Aug-2024,S003,P014,1,89.95,0.05,85.45,debit card,Maria S.
TXN-00928,08/20/2024,S002,P007,3,64.95,0.25,146.14,PayPal,Tom B.
TXN-00948,04/16/2024,S006,P001,4,19.99,0.2,63.97,paypal,David N.
TXN-00911,03/30/2023,S006,P016,1,49.95,0.2,39.96,GIFT CARD,Maria S.
TXN-00456,14-Mar-2023,S003,P007,1,64.95,0.1,58.46,Credit Card,David N.
TXN-00303,05-May-2023,S008,P006,2,79.95,0.1,143.91,Credit Card,Priya M.
TXN-00700,08/07/2024,S002, P017 ,1,39.95,0.05,37.95,cash,Carlos R.
TXN-00842,2024-07-21,S008,P018,4,85.0,0.25,255.0,Apple Pay,James T.
TXN-01084,19-Feb-2023,S008,P003,5,129.0,0,645.0,Gift Card,Lin W.
TXN-00052,10/29/2024,S005,P019,1,79.95,0,79.95,PayPal,Tom B.
TXN-00336,12/24/2024,S005,P011,2,198.0,0,396.0,CREDIT CARD,James T.
TXN-00398,2024-04-13,S005,P015,5,44.95,0.15,191.04,Debit Card,James T.
TXN-01019,2024-06-21,,P013,-1,44.95,0.25,33.71,PayPal,Priya M.
TXN-00231,2024-02-18,S003,P011,4,198.0,0.15,673.2,Debit Card,Carlos R.
TXN-00100,29-Jun-2023,S006,P005,1,34.99,0.15,29.74,Apple Pay,David N.
TXN-01021,2023-12-21,S001,P020,2,59.95,0.2,95.92,PAYPAL,David N.
TXN-00547,16-Sep-2023,S002,P017,2,39.95,0.2,63.92,Gift Card,Lin W.
TXN-00532,2024-12-14,S006,P006,2,79.95,0,159.9,Gift Card,Carlos R.
TXN-00944,08/09/2023,S006,P001,3,19.99,0.25,44.98,Credit Card,Carlos R.
TXN-01036,07/16/2023,S004,P017,3,39.95,0.15,101.87,CASH,James T.
TXN-00887,10/21/2024,S004,P005,3,34.99,0,104.97,Apple Pay,Maria S.
TXN-00361,01/27/2024,S004,P014,5,89.95,0.2,359.8,Apple Pay,David N.
TXN-00573,06/07/2023,S002,P009,2,74.95,0.15,127.42,gift card,Lin W.
TXN-00743,12-Oct-2024,S008,P002,3,59.95,0.05,170.86,Debit Card,Priya M.
TXN-00429,07/05/2024,, P010 ,1,69.95,0.15,117.42,Credit Card,Lin W.
TXN-00321,07/15/2023,S002,P004,4,49.95,0.2,159.84,Cash,David N.
TXN-00652,06-May-2023,S006,P005,5,34.99,0.2,139.96,Apple Pay,Tom B.
TXN-00576,04-Dec-2024,S007,P016,5,49.95,0,249.75,Credit Card,Amy K.
TXN-01141,13-Jun-2024,S008, P001 ,4,19.99,0,79.96,Debit Card,Carlos R.
TXN-00190,2023-01-25,S004,P018,-2,85.0,n/a,170.0,Gift Card,Maria S.
TXN-00915,15-Dec-2023,S003,P013,1,44.95,0.1,40.46,Debit Card,Lin W.
TXN-01125,09/06/2023,S004,P007,5,64.95,0,324.75,Debit Card,Priya M.
TXN-00755,15-Dec-2023,S004,P020,2,59.95,0.05,113.91,Cash,David N.
TXN-00163,2023-03-29,S006,P001,4,19.99,0,79.96,Gift Card,Amy K.
TXN-00247,25-Oct-2023,S006,P018,2,85.0,0.05,161.5,PayPal,Carlos R.
TXN-00291,2024-12-08,S008,P010,3,69.95,0,209.85,Credit Card,Priya M.
TXN-00343,04-Jul-2023,S006,P005,5,34.99,0.25,131.21,Gift Card,Tom B.
TXN-00730,2024-03-24,,P006,5,79.95,0,399.75,Debit Card,Lin W.
TXN-01088,2024-08-28,S003, P020 ,3,59.95,0.2,143.88,Credit Card,Lin W.
